Campaign_ID,Campaign_Name,Channel,Region,Start_Date,End_Date,Impressions,Clicks,Conversions,Spend,Revenue,Device,Age_Group
CMP20154,Back To School,Google Ads,Unknown,18-12-2024,01-05-2025,146830,3108,490,9954.45,38564.69,mobile ,25-34
CMP15663,Black Friday,,East,22-04-2024,27-05-2024,161167,9018,947,18815.93,38565.49,Unknown,55+
CMP04128,Back To School,,North,28-10-2024,07-11-2024,294565,16422,593,16381.98,38567.83,Unknown,18-24
CMP29854,New Year,,South,03-10-2024,10-11-2024,209764,4566,218,14546.68,38571.36,Unknown,18-24
CMP16048,Summer Sale,Google Ads,North,11-03-2024,27-11-2024,173448,3759,280,8248.27,38573.15,Mobile,55+
CMP26600,New Year,Linkedin,West,09-11-2024,23-11-2024,125131,6658,375,29842.05,38577.74,Unknown,45-54
CMP21566,Back To School,Email,West,25-11-2024,16-12-2024,61327,1914,307,11024.00,38582.63,mobile ,25-34
CMP08316,Diwali Blast,Google Ads,North,18-08-2024,09-07-2024,149059,7307,229,23216.64,38583.44,Tablet,35-44
CMP08042,Back To School,Google Ads,West,28-09-2024,28-10-2024,20004,461,72,22432.32,38584.17,Desktop,45-54
CMP04771,Diwali Blast,Youtube,East,09-08-2024,15-10-2024,254371,13684,779,8412.46,38585.37,Mobile,35-44
CMP18936,Diwali Blast,Youtube,East,09-05-2024,10-09-2024,102867,5394,285,24049.96,38585.81,Unknown,25-34
CMP05975,Summer Sale,Google Ads,North,18-01-2024,06-02-2024,47065,1836,182,8447.40,38586.48,Tablet,55+
CMP20181,Diwali Blast,Instagram,East,21-08-2024,17-09-2024,111565,1370,257,9468.10,38588.45,Desktop,45-54
CMP19743,Black Friday,,West,01-07-2024,23-01-2024,188524,3476,687,10328.51,38591.08,Unknown,18-24
CMP20098,Summer Sale,Instagram,North,01-08-2024,08-09-2024,112640,2968,267,11240.88,38597.18,Mobile,45-54
CMP22588,Diwali Blast,Youtube,West,29-02-2024,14-03-2024,20580,468,49,10381.24,38602.53,mobile ,18-24
CMP20835,New Year,Google Ads,North,06-06-2024,09-07-2024,241948,17111,2724,15871.46,38602.55,Tablet,18-24
CMP24745,New Year,Face Book,East,11-09-2024,15-11-2024,231853,13724,1024,18108.35,38603.50,mobile ,18-24
CMP09364,Festive Offer,,East,03-04-2024,04-08-2024,132311,5800,540,17596.50,38604.73,Tablet,25-34
CMP14984,Summer Sale,Facebook,South,04-10-2024,18-04-2024,121351,6733,284,9564.04,38608.44,Unknown,55+
CMP22020,New Year,Google Ads,North,21-05-2024,11-06-2024,36848,2077,256,19695.64,38609.74,mobile ,18-24
CMP24272,Black Friday,Instagram,North,20-10-2024,02-11-2024,253731,8039,656,10063.61,38610.08,Tablet,55+
CMP25827,Festive Offer,Face Book,North,31-01-2024,03-08-2024,238380,15417,746,25654.02,38610.94,mobile ,45-54
CMP11614,New Year,Facebook,West,31-10-2024,12-03-2024,47546,3333,178,19327.44,38615.76,mobile ,35-44
CMP11032,Back To School,Facebook,Unknown,02-07-2024,08-07-2024,203542,14464,1508,8787.74,38616.00,Desktop,55+
CMP00473,Festive Offer,Facebook,North,18-12-2024,26-01-2025,65821,4299,654,15700.07,38619.06,mobile ,35-44
CMP18129,Festive Offer,Google Ads,North,21-02-2024,22-03-2024,281903,15488,1133,9370.07,38623.28,Tablet,18-24
CMP01003,Diwali Blast,Google Ads,East,26-02-2024,20-03-2024,226450,8418,484,10170.37,38627.28,Tablet,35-44
CMP17866,Festive Offer,Email,South,23-02-2024,25-03-2024,156415,4888,889,14053.38,38628.12,Tablet,25-34
CMP22984,Back To School,Google Ads,North,26-12-2024,20-01-2025,246669,18112,422,27838.51,38632.51,mobile ,18-24
CMP12486,Summer Sale,Youtube,East,19-01-2024,02-08-2024,274254,13871,2164,15726.25,38634.03,Unknown,45-54
CMP02950,Diwali Blast,Youtube,North,07-12-2024,19-08-2024,274176,18336,767,28833.22,38635.82,Unknown,45-54
CMP15445,Back To School,Email,Unknown,14-04-2024,21-05-2024,286489,10242,1616,14970.34,38641.84,Desktop,55+
CMP05801,Festive Offer,Face Book,South,26-07-2024,19-08-2024,257440,7302,732,9779.90,38643.15,Desktop,25-34
CMP28353,Diwali Blast,Email,West,30-10-2024,12-07-2024,280558,8182,526,8569.85,38643.36,Tablet,45-54
CMP05203,Back To School,Linkedin,West,27-09-2024,11-03-2024,28593,1399,60,9741.40,38647.29,Unknown,55+
CMP24789,Black Friday,Face Book,North,31-12-2024,02-09-2025,101948,7941,845,9651.72,38648.09,Unknown,25-34
CMP26657,Festive Offer,Face Book,East,23-01-2024,03-02-2024,104935,6513,191,11648.55,38651.18,Unknown,25-34
CMP21454,Diwali Blast,Email,North,22-04-2024,05-12-2024,253078,20120,1417,13693.75,38659.08,Desktop,25-34
CMP07761,Festive Offer,Google Ads,East,22-10-2024,11-04-2024,223136,7800,250,16211.82,38661.87,Tablet,35-44
CMP27992,Black Friday,Google Ads,North,11-12-2024,17-11-2024,111895,2713,461,18385.97,38663.15,Unknown,25-34
CMP09433,Festive Offer,Facebook,South,29-02-2024,08-04-2024,288021,5429,886,20393.59,38665.69,Unknown,55+
CMP10926,Festive Offer,Instagram,South,12-10-2024,01-11-2025,245228,7795,1289,8173.04,38665.88,Tablet,55+
CMP04101,Festive Offer,Google Ads,North,19-05-2024,06-07-2024,12485,664,95,8880.53,38671.31,Desktop,25-34
CMP05664,New Year,Facebook,West,21-06-2024,25-07-2024,125385,8152,756,13123.58,38674.41,mobile ,25-34
CMP20681,Festive Offer,Facebook,West,04-08-2024,09-11-2024,273723,12645,1405,16426.09,38675.12,mobile ,25-34
CMP01015,Summer Sale,Google Ads,North,25-05-2024,06-03-2024,248643,11270,549,12888.16,38675.22,Mobile,25-34
CMP27018,Festive Offer,Email,North,24-04-2024,05-07-2024,177169,10594,1704,18965.36,38678.66,Unknown,55+
CMP17484,New Year,Youtube,East,26-08-2024,31-08-2024,201180,7372,222,9371.79,38678.68,Unknown,18-24
CMP01323,Festive Offer,Instagram,West,08-04-2024,08-10-2024,80704,1365,81,14545.14,38686.52,Tablet,35-44
CMP29072,Back To School,,Unknown,24-07-2024,08-03-2024,97061,1130,192,26767.36,38691.87,Tablet,25-34
CMP06390,Festive Offer,Youtube,East,16-10-2024,11-02-2024,88273,3060,352,13152.64,38693.19,Unknown,25-34
CMP15369,New Year,Facebook,South,13-06-2024,28-06-2024,118507,6595,472,13587.90,38694.43,Tablet,18-24
CMP16051,Summer Sale,Face Book,East,06-01-2024,20-06-2024,192364,3343,128,26115.03,38698.07,Unknown,35-44
CMP23088,Black Friday,Facebook,West,26-11-2024,01-05-2025,279846,4160,689,18132.83,38700.06,Unknown,25-34
CMP16824,Summer Sale,Facebook,West,14-10-2024,13-11-2024,189736,2970,395,8308.84,38701.45,mobile ,55+
CMP01786,Summer Sale,Linkedin,North,16-04-2024,24-05-2024,228522,6660,920,9066.40,38702.25,mobile ,45-54
CMP05120,Black Friday,Facebook,West,23-03-2024,09-04-2024,135116,8789,1116,13174.08,38712.51,Desktop,25-34
CMP03552,Back To School,Instagram,North,25-10-2024,11-08-2024,297683,5044,723,21487.82,38728.18,Desktop,25-34
CMP02938,Back To School,Facebook,North,22-08-2024,08-09-2024,276193,11566,1386,20246.95,38733.57,Desktop,55+
CMP07637,Diwali Blast,Face Book,West,29-05-2024,24-06-2024,39905,1987,222,8988.44,38733.67,mobile ,35-44
CMP00763,Black Friday,Face Book,South,01-08-2024,16-08-2024,249341,17795,931,8362.30,38735.42,Mobile,55+
CMP19143,Back To School,Google Ads,South,05-06-2024,26-05-2024,32673,1248,221,26605.96,38741.42,Mobile,35-44
CMP07029,Festive Offer,Google Ads,North,08-04-2024,18-05-2024,160554,7773,1016,11593.02,38742.05,Desktop,18-24
CMP15058,Festive Offer,Google Ads,North,19-06-2024,07-08-2024,30474,1010,172,10089.80,38747.07,Tablet,35-44
CMP05068,Festive Offer,Google Ads,North,17-05-2024,13-06-2024,31514,2141,79,13397.01,38749.35,mobile ,25-34
CMP19244,Black Friday,Youtube,West,10-06-2024,15-11-2024,32417,1821,236,12819.04,38753.82,Tablet,25-34
CMP13773,New Year,Facebook,North,17-01-2024,19-02-2024,21606,543,27,28796.12,38755.56,mobile ,55+
CMP24349,Black Friday,Facebook,West,31-12-2024,01-09-2025,25810,582,94,19057.91,38763.83,Desktop,18-24
CMP21308,New Year,Google Ads,West,10-01-2024,28-10-2024,187892,3007,349,15422.27,38770.63,Mobile,55+
CMP29525,Back To School,Instagram,West,07-09-2024,25-07-2024,193067,6764,902,27668.22,38771.07,Tablet,35-44
CMP14215,Festive Offer,Facebook,East,28-05-2024,06-04-2024,95332,6531,594,21102.18,38779.53,Tablet,55+
CMP02011,Summer Sale,Facebook,West,29-10-2024,12-05-2024,96873,2183,329,20196.15,38779.79,Tablet,25-34
CMP25089,Back To School,Face Book,North,19-06-2024,24-07-2024,129168,8674,910,8026.56,38782.32,Unknown,18-24
CMP20902,Back To School,Facebook,North,09-01-2024,23-09-2024,162198,5374,611,10413.67,38783.44,Desktop,55+
CMP25511,Black Friday,,West,20-03-2024,06-04-2024,121903,4219,534,9904.20,38786.46,mobile ,55+
CMP28682,Diwali Blast,Linkedin,North,17-04-2024,27-05-2024,245263,9810,1529,14612.03,38789.85,mobile ,35-44
CMP13457,Summer Sale,Google Ads,North,23-12-2024,18-01-2025,73575,2459,75,12513.79,38790.81,Desktop,18-24
CMP25966,New Year,Face Book,West,30-03-2024,04-06-2024,63775,4544,703,9598.39,38790.96,Tablet,25-34
CMP24267,Diwali Blast,Youtube,West,18-10-2024,11-05-2024,139919,2075,247,12889.38,38801.81,Tablet,45-54
CMP29424,New Year,Linkedin,East,15-07-2024,18-08-2024,129869,2497,134,14037.14,38804.00,Unknown,25-34
CMP23611,Summer Sale,Instagram,West,16-10-2024,11-02-2024,71591,2248,334,18034.70,38812.36,Tablet,45-54
CMP29169,Diwali Blast,Face Book,North,10-04-2024,26-10-2024,15246,1079,60,16479.28,38821.78,mobile ,25-34
CMP16362,New Year,Facebook,East,17-09-2024,24-10-2024,56535,3040,135,16513.21,38823.21,Desktop,45-54
CMP28143,Festive Offer,Google Ads,East,18-05-2024,29-05-2024,26890,315,49,10515.93,38826.71,Tablet,35-44
CMP15596,Summer Sale,Email,West,25-12-2024,30-01-2025,239450,18594,2080,24917.03,38827.32,Desktop,35-44
CMP17292,New Year,Youtube,North,24-10-2024,20-11-2024,279173,13461,1030,14800.35,38833.44,Unknown,18-24
CMP26989,Black Friday,Email,West,02-11-2024,03-07-2024,18632,616,104,9895.33,38835.68,Unknown,45-54
CMP07717,Black Friday,Face Book,Unknown,03-12-2024,20-04-2024,230854,6609,815,10787.22,38837.23,Unknown,35-44
CMP20457,Black Friday,Instagram,East,30-04-2024,06-04-2024,35349,967,146,7768.51,38841.80,Desktop,18-24
CMP13701,Black Friday,Instagram,North,14-11-2024,20-12-2024,183367,5908,674,8146.47,38842.85,Mobile,55+
CMP23179,Festive Offer,Facebook,North,30-03-2024,05-04-2024,35845,2146,273,10758.47,38843.52,mobile ,35-44
CMP03679,Black Friday,Youtube,North,06-02-2024,26-02-2024,47919,507,66,10345.10,38846.68,mobile ,45-54
CMP20827,Festive Offer,Google Ads,West,04-12-2024,05-03-2024,74982,5057,970,16270.94,38849.35,Unknown,45-54
CMP18118,Diwali Blast,Google Ads,North,15-04-2024,29-04-2024,280553,11598,1970,8487.59,38863.97,Desktop,35-44
CMP10638,Summer Sale,,East,16-04-2024,17-05-2024,116158,6651,776,8529.17,38867.28,mobile ,45-54
CMP06309,Summer Sale,Email,West,15-10-2024,30-10-2024,66595,3314,260,9404.76,38870.57,mobile ,55+
CMP16037,Back To School,Google Ads,West,31-01-2024,16-02-2024,211275,3575,220,11438.93,38876.16,mobile ,18-24
CMP23216,Summer Sale,Facebook,North,05-01-2024,27-05-2024,47800,2788,508,13815.53,38876.71,Tablet,25-34
CMP29014,Diwali Blast,Youtube,North,02-07-2024,07-11-2024,131766,8590,1347,21268.31,38878.19,Desktop,55+
CMP04025,Summer Sale,Facebook,North,26-03-2024,19-04-2024,160533,8385,1340,23862.65,38878.84,mobile ,45-54
CMP12881,Black Friday,Google Ads,North,10-08-2024,23-10-2024,284778,21321,727,11548.49,38879.71,Tablet,55+
CMP17810,Back To School,Google Ads,East,17-04-2024,05-04-2024,217909,16547,3123,20244.85,38889.27,Unknown,45-54
CMP15383,Black Friday,Instagram,North,27-05-2024,18-06-2024,178332,2833,263,12603.37,38892.76,Mobile,45-54
CMP22113,Black Friday,Facebook,East,12-08-2024,18-12-2024,166644,9850,1677,20919.69,38901.89,Mobile,35-44
CMP27677,Festive Offer,Google Ads,West,19-11-2024,28-12-2024,70743,2505,127,11433.86,38908.61,Mobile,35-44
CMP24900,Black Friday,Facebook,West,20-12-2024,17-01-2025,174430,2189,116,8586.95,38913.40,Desktop,45-54
CMP05523,Black Friday,Linkedin,East,20-03-2024,29-04-2024,108889,3487,695,10269.58,38916.86,Mobile,18-24
CMP18100,Festive Offer,Linkedin,North,10-12-2024,27-12-2024,110304,8781,577,29853.86,38920.07,Mobile,45-54
CMP29455,New Year,Google Ads,South,25-05-2024,07-02-2024,225421,15057,2065,11985.14,38921.60,mobile ,55+
CMP09934,New Year,Youtube,North,06-09-2024,15-07-2024,68242,5277,655,13330.95,38923.38,Desktop,18-24
CMP27505,Diwali Blast,Email,Unknown,22-08-2024,09-06-2024,141126,7873,359,8486.91,38923.53,Tablet,55+
CMP10659,Festive Offer,Face Book,North,04-02-2024,07-03-2024,125172,2008,156,13369.80,38932.05,Desktop,35-44
CMP05018,Festive Offer,Face Book,North,27-09-2024,28-10-2024,187293,11192,1738,11426.81,38932.95,Desktop,35-44
CMP00184,Summer Sale,Google Ads,East,06-08-2024,24-06-2024,178541,6881,160,12015.41,38935.04,Desktop,45-54
CMP18364,Diwali Blast,Google Ads,East,23-09-2024,21-10-2024,284259,11476,740,16376.34,38937.04,mobile ,35-44
CMP03066,Black Friday,Facebook,North,21-09-2024,16-10-2024,149567,7172,1394,10542.23,38937.74,Desktop,55+
CMP18570,New Year,Google Ads,North,31-08-2024,01-10-2024,261671,9295,764,9858.35,38942.55,Mobile,25-34
CMP11708,Summer Sale,Linkedin,West,29-05-2024,16-06-2024,19405,882,138,8646.43,38946.14,mobile ,18-24
CMP22800,Festive Offer,Linkedin,South,21-02-2024,17-03-2024,31392,1568,284,9025.37,38947.65,mobile ,35-44
CMP00947,Black Friday,Facebook,West,20-06-2024,30-07-2024,32709,1475,84,27079.29,38948.89,Unknown,18-24
CMP22248,Summer Sale,Youtube,North,17-02-2024,03-11-2024,136383,9879,1425,25322.47,38949.43,Desktop,55+
CMP04638,New Year,Google Ads,West,03-03-2024,04-04-2024,233467,10047,1287,8436.75,38953.31,mobile ,25-34
CMP07777,Black Friday,Email,North,07-10-2024,16-11-2024,265626,15891,1609,27439.69,38954.56,Tablet,45-54
CMP09152,Diwali Blast,Email,North,02-06-2024,25-02-2024,97881,3599,625,8848.61,38955.16,mobile ,18-24
CMP25046,Festive Offer,Facebook,Unknown,23-03-2024,04-02-2024,56750,3310,401,9366.85,38957.35,Desktop,18-24
CMP04828,Back To School,Google Ads,South,15-09-2024,10-05-2024,14564,150,17,17953.03,38959.85,Tablet,18-24
CMP09488,Back To School,Google Ads,North,24-01-2024,13-02-2024,205640,6680,655,12611.33,38962.64,Mobile,25-34
CMP04182,Black Friday,Facebook,West,06-04-2024,15-04-2024,96422,996,116,21289.61,38965.99,mobile ,45-54
CMP09693,Diwali Blast,Facebook,East,04-11-2024,05-06-2024,90563,5588,454,12971.32,38966.14,mobile ,18-24
CMP16123,Black Friday,Google Ads,North,11-10-2024,15-12-2024,90136,6475,281,17579.41,38968.34,Mobile,35-44
CMP28949,Festive Offer,Google Ads,South,23-12-2024,18-01-2025,70479,4548,789,11214.65,38972.32,Desktop,45-54
CMP27658,Diwali Blast,Facebook,North,24-11-2024,12-10-2024,112764,2463,333,16996.50,38972.74,Tablet,18-24
CMP19104,Diwali Blast,Linkedin,North,21-11-2024,30-11-2024,33232,696,115,18921.81,38972.94,Unknown,55+
CMP13143,Summer Sale,Youtube,West,01-04-2024,16-01-2024,75305,5730,855,10987.66,38976.10,mobile ,18-24
CMP03413,Black Friday,Facebook,East,09-08-2024,18-09-2024,133608,10087,242,19432.41,38979.89,Unknown,35-44
CMP10908,Black Friday,Email,South,11-10-2024,25-11-2024,39996,1600,111,15083.46,38980.26,Unknown,45-54
CMP07009,Festive Offer,Facebook,North,02-12-2024,03-05-2024,167939,10672,701,12898.88,38987.78,Tablet,55+
CMP16347,Back To School,Google Ads,North,10-08-2024,18-10-2024,83504,2478,482,8318.98,38988.85,Mobile,35-44
CMP13385,Festive Offer,Google Ads,South,04-06-2024,16-04-2024,186281,14360,2823,10096.79,38995.19,Mobile,45-54
CMP10174,New Year,Email,East,13-04-2024,30-04-2024,11834,272,12,14420.80,38996.30,Mobile,18-24
CMP20259,Diwali Blast,Instagram,West,02-01-2024,23-02-2024,16244,322,32,20651.57,38997.19,Mobile,45-54
CMP06203,New Year,Youtube,South,14-04-2024,22-04-2024,94840,4602,478,21569.79,39003.61,Mobile,35-44
CMP29382,Back To School,Face Book,North,29-10-2024,11-09-2024,192505,6990,146,11313.25,39004.97,Mobile,55+
CMP14922,Summer Sale,Facebook,Unknown,03-07-2024,04-09-2024,119271,4501,475,20983.61,39007.58,Tablet,25-34
CMP29507,Summer Sale,Youtube,South,21-05-2024,28-05-2024,137231,5539,682,26552.59,39018.29,mobile ,45-54
CMP17578,Back To School,Google Ads,South,01-11-2024,14-11-2024,31335,337,27,21346.10,39018.88,Desktop,55+
CMP17335,New Year,Google Ads,West,16-07-2024,21-08-2024,65830,4116,156,8577.84,39020.15,Unknown,45-54
CMP08007,Diwali Blast,Facebook,North,10-10-2024,11-05-2024,146361,6216,249,8620.52,39022.49,Unknown,55+
CMP12163,Black Friday,Facebook,North,22-03-2024,04-12-2024,151055,4536,251,19365.72,39030.90,Mobile,35-44
CMP01800,Festive Offer,Google Ads,East,27-09-2024,10-12-2024,259032,13543,2409,8319.19,39032.02,Desktop,45-54
CMP16395,Summer Sale,Instagram,South,17-11-2024,12-07-2024,93445,3217,250,23882.99,39032.32,mobile ,55+
CMP23324,Summer Sale,Youtube,West,19-06-2024,07-03-2024,280654,12252,300,8993.80,39033.41,Unknown,25-34
CMP26941,New Year,Email,North,12-03-2024,14-04-2024,43731,1448,65,25248.14,39036.63,Tablet,18-24
CMP15590,Summer Sale,Face Book,North,30-04-2024,06-06-2024,112998,2205,373,8495.00,39037.89,Tablet,25-34
CMP27760,Diwali Blast,Facebook,East,01-03-2024,17-01-2024,155563,10550,1965,14290.29,39039.32,Unknown,25-34
CMP18991,New Year,Youtube,West,22-02-2024,27-02-2024,248758,11332,1283,14594.95,39040.01,Unknown,55+
CMP03721,Summer Sale,Linkedin,South,04-10-2024,20-10-2024,231677,11526,2203,8583.99,39040.56,Unknown,25-34
CMP03703,Festive Offer,Youtube,South,22-08-2024,23-09-2024,42126,997,76,15885.57,39043.08,mobile ,35-44
CMP20627,Summer Sale,Email,South,29-05-2024,06-07-2024,6684,337,64,19734.04,39045.85,Unknown,45-54
CMP13318,Summer Sale,Instagram,South,25-12-2024,02-02-2025,38971,2083,304,15397.02,39051.52,Tablet,35-44
CMP12565,Diwali Blast,Face Book,North,11-08-2024,21-08-2024,130427,10033,236,27301.10,39051.79,Mobile,25-34
CMP18919,Festive Offer,Face Book,West,26-05-2024,25-06-2024,81273,3419,613,11939.38,39053.68,Unknown,55+
CMP12685,New Year,Linkedin,North,28-04-2024,15-05-2024,137169,9961,1033,10532.54,39054.47,Unknown,45-54
CMP23998,Festive Offer,Instagram,North,12-10-2024,14-11-2024,221695,6480,378,17438.04,39054.81,Tablet,35-44
CMP15535,New Year,Facebook,East,08-10-2024,27-08-2024,220222,3414,180,24286.59,39056.47,Unknown,18-24
CMP04496,Summer Sale,Google Ads,Unknown,26-06-2024,07-11-2024,51084,966,116,24201.25,39060.39,Desktop,18-24
CMP10420,Diwali Blast,Facebook,North,22-10-2024,30-11-2024,137795,4542,101,20373.41,39069.24,Tablet,25-34
CMP19496,Black Friday,Google Ads,East,30-06-2024,07-12-2024,281707,21243,1894,15424.40,39070.05,mobile ,45-54
CMP18518,Summer Sale,Linkedin,North,23-04-2024,19-05-2024,293862,9495,248,9795.01,39072.35,Desktop,18-24
CMP05928,Back To School,Facebook,West,07-03-2024,26-07-2024,258314,7053,507,14305.45,39072.97,Tablet,18-24
CMP16478,Back To School,Google Ads,North,06-10-2024,07-12-2024,276968,14013,402,28632.88,39075.44,Unknown,55+
CMP24381,Festive Offer,Face Book,North,27-11-2024,31-12-2024,174986,12347,957,15355.36,39078.01,Desktop,18-24
CMP12614,Festive Offer,Facebook,East,01-12-2024,20-12-2024,9804,381,36,12004.40,39078.40,mobile ,18-24
CMP04445,Festive Offer,Facebook,South,23-05-2024,06-05-2024,129770,9634,1281,19015.25,39078.57,Desktop,18-24
CMP28536,Back To School,Google Ads,South,07-04-2024,08-02-2024,17864,779,48,8543.49,39079.26,Tablet,18-24
CMP24145,Black Friday,Facebook,East,12-05-2024,28-05-2024,270580,20041,737,12110.01,39081.46,Desktop,35-44
CMP11619,Back To School,Google Ads,West,07-05-2024,01-08-2024,90107,2854,226,12309.99,39081.96,Unknown,55+
CMP16476,New Year,Facebook,North,23-01-2024,30-01-2024,23223,310,29,10638.29,39082.44,Desktop,55+
CMP01106,New Year,Facebook,West,19-09-2024,25-10-2024,218680,5665,329,16843.69,39083.20,Tablet,35-44
CMP10413,Summer Sale,Google Ads,West,13-07-2024,14-08-2024,156450,2155,186,10219.65,39083.86,mobile ,35-44
CMP17168,Diwali Blast,Youtube,North,21-05-2024,06-01-2024,260669,19053,3064,8614.10,39085.20,Tablet,18-24
CMP03033,Diwali Blast,Facebook,North,03-01-2024,04-10-2024,91726,933,120,26164.61,39089.02,Desktop,18-24
CMP29058,Back To School,Face Book,North,20-07-2024,26-07-2024,232311,12179,580,23501.94,39089.22,Mobile,35-44
CMP11804,Back To School,Facebook,North,06-12-2024,15-07-2024,11704,282,27,20738.06,39090.08,Mobile,18-24
CMP02827,Festive Offer,Facebook,North,08-08-2024,17-09-2024,127000,1660,160,29435.34,39093.59,Mobile,45-54
CMP29572,Diwali Blast,Google Ads,North,02-07-2024,13-02-2024,190895,9950,425,27495.51,39094.41,Desktop,25-34
CMP18542,Festive Offer,Google Ads,North,16-10-2024,28-10-2024,264955,2667,287,24510.57,39096.79,mobile ,45-54
CMP11503,Festive Offer,Youtube,North,25-10-2024,11-11-2024,94607,1309,239,20942.90,39100.07,Tablet,45-54
CMP07949,Back To School,Instagram,East,16-09-2024,23-10-2024,54854,3930,284,16231.83,39108.10,Mobile,45-54
CMP26938,Black Friday,Facebook,North,12-07-2024,22-07-2024,116102,1819,131,23828.41,39116.41,Mobile,45-54
CMP12550,Summer Sale,Youtube,West,30-09-2024,08-11-2024,269908,17570,2144,29370.68,39126.68,Unknown,45-54
CMP00355,Back To School,Google Ads,North,14-01-2024,22-01-2024,68703,4630,392,8073.40,39127.04,Mobile,55+
CMP09456,New Year,Youtube,Unknown,24-09-2024,16-10-2024,47904,3001,389,13714.61,39128.36,Unknown,35-44
CMP29777,Summer Sale,Google Ads,Unknown,21-05-2024,28-05-2024,284528,9397,1871,16259.12,39130.68,Tablet,25-34
CMP14819,Summer Sale,Facebook,North,18-09-2024,01-10-2024,149709,10327,1042,7891.35,39131.87,Tablet,55+
CMP12640,Black Friday,Email,West,09-04-2024,10-09-2024,163595,7648,1212,14418.19,39132.87,Desktop,55+
CMP16525,New Year,Google Ads,South,01-03-2024,28-01-2024,289710,6875,487,20829.50,39136.66,mobile ,55+
CMP19696,Diwali Blast,Google Ads,East,02-01-2024,18-01-2024,257896,4731,155,25837.01,39137.59,Unknown,18-24
CMP20214,Festive Offer,Google Ads,South,17-01-2024,13-02-2024,64077,2961,445,26396.44,39139.27,Mobile,45-54
CMP13871,Festive Offer,Face Book,North,30-06-2024,04-08-2024,232555,9629,1597,23642.21,39140.70,Mobile,25-34
CMP27081,New Year,Google Ads,North,17-12-2024,07-01-2025,194868,5169,603,13523.20,39140.77,Mobile,18-24
CMP00694,Festive Offer,Google Ads,West,23-02-2024,12-03-2024,295020,9039,1045,13065.15,39141.35,Tablet,25-34
CMP15714,New Year,Google Ads,South,30-06-2024,23-07-2024,143306,4678,338,17097.60,39147.25,mobile ,25-34
CMP03188,Summer Sale,,North,14-02-2024,03-09-2024,107397,7810,444,20353.02,39149.51,Mobile,45-54
CMP15310,Summer Sale,Google Ads,West,19-02-2024,16-03-2024,262210,11427,2224,17519.56,39149.81,Unknown,55+
CMP23500,Summer Sale,Email,East,24-01-2024,02-12-2024,220753,15155,2232,11392.49,39152.62,Unknown,45-54
CMP08883,Diwali Blast,Google Ads,Unknown,23-06-2024,20-07-2024,258104,18630,1199,13198.92,39155.48,Unknown,25-34
CMP10579,New Year,Linkedin,South,19-11-2024,24-12-2024,92806,4568,712,14008.89,39156.74,Desktop,45-54
CMP10937,Black Friday,Google Ads,North,22-04-2024,15-05-2024,237274,6698,195,9322.09,39157.12,Unknown,18-24
CMP11457,Black Friday,Instagram,Unknown,04-02-2024,05-05-2024,16895,805,71,29307.99,39160.69,Unknown,55+
CMP07764,Summer Sale,Google Ads,West,11-02-2024,12-03-2024,168454,5656,1035,17192.60,39160.76,Desktop,55+
CMP08598,New Year,Facebook,North,02-07-2024,14-03-2024,127537,5601,1011,12195.85,39161.20,Tablet,45-54
CMP06679,Diwali Blast,Facebook,North,20-08-2024,21-09-2024,112381,8100,1243,17075.31,39164.33,Mobile,35-44
CMP16821,Festive Offer,Google Ads,North,03-05-2024,15-05-2024,252782,8719,733,13785.64,39164.54,Tablet,25-34
CMP06971,Back To School,Google Ads,North,06-03-2024,12-06-2024,279388,2987,463,11874.78,39166.19,mobile ,25-34
CMP18288,New Year,Instagram,South,25-03-2024,16-04-2024,249710,17512,452,21028.39,39168.86,Tablet,35-44
CMP28849,Black Friday,Google Ads,South,02-12-2024,14-03-2024,138866,8157,172,22253.39,39169.52,Desktop,45-54
CMP16287,Back To School,Youtube,West,25-06-2024,16-07-2024,143488,4913,961,25400.44,39174.52,Unknown,55+
CMP23792,Summer Sale,Google Ads,West,21-05-2024,20-06-2024,132432,3413,339,21197.08,39174.57,Desktop,35-44
CMP15891,Festive Offer,Instagram,West,12-11-2024,29-12-2024,126153,5975,816,16898.82,39179.69,Mobile,18-24
CMP02150,New Year,Facebook,West,17-09-2024,05-10-2024,37738,1296,252,25361.81,39187.66,Mobile,55+
CMP28381,Black Friday,Linkedin,West,01-02-2024,03-04-2024,222972,10050,932,14241.49,39191.30,Mobile,35-44
CMP13179,Diwali Blast,Google Ads,West,13-01-2024,18-01-2024,70611,5514,617,22409.23,39192.17,mobile ,45-54
CMP14696,Festive Offer,Linkedin,North,22-09-2024,21-10-2024,250434,14917,1338,10225.41,39193.39,Tablet,55+
CMP21944,Summer Sale,Google Ads,North,31-05-2024,20-06-2024,155995,7304,688,23326.64,39194.79,Unknown,55+
CMP01919,Back To School,Linkedin,East,14-02-2024,03-07-2024,44062,1070,111,23473.50,39196.69,Unknown,18-24
CMP16306,Back To School,Google Ads,West,13-06-2024,07-01-2024,239730,12545,1305,11575.41,39196.70,Unknown,55+
CMP26602,Diwali Blast,,North,12-08-2024,19-09-2024,12116,189,13,21385.52,39197.50,Tablet,55+
CMP12208,Festive Offer,Linkedin,North,06-04-2024,28-06-2024,269181,18523,1384,14117.05,39201.34,Tablet,55+
